Title,Link,,Subtitles
American Authors - Pride (Radio Mix / American Sign Language Video),https://www.youtube.com/watch?v=7bAaN-LCcHI,,"13.10 - YOU'RE LATE
17.73 - ♪ ♪
29.40 - ♪ MY HOME DON'T FEEL THE
SAME ♪
31.17 - ♪ LAST YEAR FLEW BY, ♪
32.33 - ♪ GOODBYE TO THE GOOD
VIBES ♪
34.10 - ♪ WHAT WE THOUGHT WERE THE
BEST TIMES ♪
36.33 - ♪ NIGHTS OUT WITH THE
PEOPLE I LOVE ♪
39.00 - ♪ NOW I'M LOST IN THE
NEIGHBORHOOD ♪
40.37 - ♪ THAT RAISED ME, PRAISED
ME, ♪
42.13 - ♪ MADE ME WHO I AM ♪
43.27 - ♪ MY FATHER WAS TWICE THE
MAN ♪
45.20 - ♪ AND NOW THAT PAINS
RESURFACING ♪
47.73 - ♪ BROOKLYN DON'T
FEEL THE SAME ♪
49.53 - ♪ MAYBE I'M THE ONE
WHO CHANGED, ♪
51.10 - ♪ OR THE ONE TO BLAME ♪
52.67 - ♪ ANOTHER DRINK
DOWN THE DRAIN ♪
54.27 - ♪ AND TEN MORE BEFORE I
GET ON THAT PLANE ♪
57.37 - ♪ I SWEAR I KNEW
JUST WHAT TO SAY ♪
59.27 - ♪ THE SALT AIR ON THE
TIP OF MY TONGUE ♪
61.57 - ♪ BUT I DON'T FEEL GOOD
ENOUGH FOR ANYONE ♪
65.40 - ♪ BUT I KNOW I WON'T UNFOLD ♪
69.37 - ♪ I KNOW CAUSE I GOT
THIS FEELING ♪
73.23 - ♪ I AIN'T NEVER GIVING UP ♪
74.40 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
76.13 - ♪ GIVING UP MY PRIDE ♪
77.73 - ♪ I AIN'T NEVER LETTING GO ♪
79.10 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
80.60 - ♪ GONNA SELL MY SOUL ♪
82.23 - ♪ I GOT THIS FEELING ♪
84.53 - ♪ I GOT THIS FEELING ♪
87.07 - ♪ I AIN'T NEVER GIVING UP ♪
88.23 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
89.73 - ♪ GIVING UP MY PRIDE ♪
96.27 - ♪ PUSHED OUT OF THE
FAMILY TREE ♪
98.33 - ♪ UPSIDE DOWN BUT IT WAS A
GOOD LIFE ♪
101.03 - ♪ FELL HARD FOR THE WINE
IN FRANCE ♪
102.57 - ♪ I DIDN'T CALL YOU BACK ♪
103.63 - ♪ I WAS LEARNING TO DANCE ♪
105.73 - ♪ THIS IS WHO I'VE BECOME ♪
107.60 - ♪ THE SALT AIR ON THE TIP
OF MY TONGUE ♪
110.10 - ♪ WISH I WAS GOOD ENOUGH
FOR ANYONE ♪
114.40 - ♪ I KNOW I WON'T UNFOLD ♪
117.57 - ♪ I KNOW CAUSE I GOT THIS
FEELING ♪
121.50 - ♪ I AIN'T NEVER GIVING UP ♪
122.67 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
124.47 - ♪ GIVING UP MY PRIDE ♪
126.27 - ♪ I AIN'T NEVER LETTING GO ♪
127.43 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
129.10 - ♪ GONNA SELL MY SOUL ♪
130.53 - ♪ I GOT THIS FEELING ♪
133.07 - ♪ I GOT THIS FEELING ♪
135.40 - ♪ I AIN'T NEVER GIVING UP ♪
136.57 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
138.27 - ♪ GIVING UP MY PRIDE ♪
140.77 - ♪ TAKE OR LEAVE, ♪
143.03 - ♪ WHO I AM, CUZ THIS IS ME ♪
148.37 - ♪ LIKE A FISH OUT OF WATER ♪
150.43 - ♪ DO I BELONG HERE ♪
153.13 - ♪ BUT I'M NEVER GONNA LOSE ♪
154.40 - ♪ NEVER GIVING UP MY PRIDE ♪
157.53 - ♪ I'M LOST IN THE OCEAN ♪
159.57 - ♪ LIKE A NOTE IN A BOTTLE ♪
162.30 - ♪ BUT I'M NEVER GONNA LOSE ♪
163.70 - ♪ NEVER GIVING UP MY PRIDE ♪
168.27 - ♪ THIS IS ME, WHO I AM ♪
172.30 - ♪ I AIN'T NEVER GIVING UP ♪
173.47 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
175.20 - ♪ GIVING UP MY PRIDE ♪
177.07 - ♪ I AIN'T NEVER LETTING GO ♪
178.23 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
179.67 - ♪ GONNA SELL MY SOUL ♪
181.30 - ♪ I GOT THIS FEELING ♪
183.60 - ♪ I GOT THIS FEELING ♪
186.17 - ♪ I AIN'T NEVER GIVING UP ♪
187.33 - ♪ I AIN'T NEVER EVER, I
AIN'T NEVER EVER ♪
189.10 - ♪ GIVING UP MY PRIDE ♪
191.40 - ♪ TAKE OR LEAVE, ♪
193.57 - ♪ WHO I AM, CUZ THIS IS ME ♪
199.13 - ♪ ♪"
Queen - Bohemian Rhapsody - ASL Song,https://www.youtube.com/watch?v=sjln9OMOw-0,,"0.64 - Is this the real life?
[LOOK-AROUND] THIS LIFE REAL?
4.99 - Is this just fantasy? 
DREAM? WHICH?
8.91 - Caught in a landslide
HERE STUCK,
11.62 - No escape from reality
WHY? HAPPENx2 OVERWHELM
16.64 - Open your eyes 
EYES-OPEN
19.51 - Look up to the skies and see
LOOK [UPWARD], UNDERSTAND
26.98 - I'm just a poor boy (Poor boy)
ME? POOR
30.18 - I need no sympathy
PITY [PUSH-AWAY]
33.42 - Because I'm easy come, easy go
WHY? HAPPEN   WHATEVER
36.63 - Little high, little low
SOMETIMES HAPPY, SOMETIMES SAD
40.05 - Any way the wind blows
HAPPENx2 WHATEVER
43.50 - Doesn't really matter to me, to me 
DON'T-MATTER FOR-ME
52.90 - ♫ (piano)
56.92 - Mama just killed a man
MOTHER, MAN KILL-HIM
63.48 - Put a gun against his head
[CL-L: GUN-AGAINST-MAN-HEAD]
66.65 - Pulled my trigger, now he's dead
[CL-L: FIRE, MAN-DIE]
70.49 - Mama, life has just begun
MOTHER, MY LIFE BEGIN
76.75 - But now I've gone and thrown it all away
BUT NOW MY LIFE RUIN
84.23 - Mama, ooh
MOTHER, [CL:O]
90.95 - Didn't mean to make you cry
YOU CRY, I FAIL, SORRY
94.26 - If I'm not back again this time tomorrow
IF TOMORROW I NOT RETURN
98.98 - Carry on, carry on
YOU CONTINUE   
102.35 - As if nothing really matters
PRETEND NOT-MATTER
106.22 - ♫ (piano)
116.22 - Too late, my time has come
LATE, MY DEATH APPROACH
123.50 - Sends shivers down my spine
FEAR [SHIVERING]
125.61 - Body's aching all the time
PAIN [ALL-OVER]
129.75 - Goodbye, everybody
GOODBYE
132.61 - I've got to go
NOW I MUST LEAVE
136.21 - Gotta leave you all behind
MUST LEAVE,
139.14 - and face the truth
TRUTH ACCEPT
143.12 - Mama, oooooooh
MOTHER
150.09 - I don't want to die
DIE, I NOT-WANT
153.49 - Sometimes wish 
SOMETIMES I WISH
155.70 - I'd never been born at all
PAST I NOT BORN
161.18 - ♫ (electric guitar)
187.46 - I see a little silhouetto of a man
I SEE-MYSELF, I BECOME WEAK
190.38 - Scaramouch, Scaramouch
WEAK-MAN
191.84 - Will you do the Fandango
YOU DANCE FOR-US?
193.89 - Thunderbolt and lightning
THUNDER, LIGHTNING
195.52 - Very, very frightening me
AFRAID I
197.50 - (Galileo) Galileo (Galileo) Galileo, Galileo
[G-TELESCOPEx3]
200.65 - Figaro
[F-HAPPY]
202.13 - Magnifico-o-o-o-o
AWESOME
204.25 - I'm just a poor boy nobody loves me
I POOR, LOVE-ME? NONE
207.30 - He's just a poor boy from a poor family 
HE BOY, POOR, FROM FAMILY, POOR
210.43 - Spare him his life from this monstrosity
PLEASE, HIS LIFE PRESERVE
215.31 - Easy come, easy go
HAPPENx2 WHATEVER,
216.94 - Will you let me go?
YOU ALLOW LEAVE?
218.63 - Bismillah! No, we will not let you go
GOD NO, LEAVE FORBID
221.13 - Let him go
ALLOW LEAVE
222.11 - Bismillah! We will not let you go
GOD NO, LEAVE FORBID
224.29 - Let him go 
ALLOW
225.25 - Bismillah! We will not let you go
GOD NO, FORBID
227.45 - Let me go (Will not let you go)
ALLOW, FORBID
228.32 - Let me go (Will not let you go)
ALLOW LEAVE, LEAVE FORBID
229.09 - Let me go, o, o, o, o
ALLOW LEAVE
233.10 - No, no, no, no, no, no, no
NO       
235.58 - (Oh mama mia, mama mia)
[BEGGING]
237.03 - Mama Mia, let me go
ALLOW LEAVE
238.49 - Beelzebub has the devil put aside for me
DEVIL HE WAIT FOR ME
243.51 - For me, for me!
FOR ME, FOR ME
248.95 - ♫ (electric guitar)
256.37 - So you think you can stone me
YOU ABUSE-ME
258.13 - and spit in my eye
YOU THINK CAN?
262.23 - So you think you can love me
YOU LOVE-ME, FINISH,
264.62 - and leave me to die
DON'T-CARE YOU?
267.38 - Oh, baby, can't do this to me, baby
SWEETHEART, BEG, HURT-ME NO
274.22 - Just gotta get out,
MUST ESCAPE,
275.90 - Just gotta get right outta here
MUST RUN-AWAY
278.46 - ♫ (electric guitar)
[Rocking the **** out!]
301.43 - (Oooh yeah, Oooh yeah)
[Noodling] YES, YES
306.10 - ♫
312.99 - Nothing really matters
HAPPENx2 NOT-MATTER
316.39 - Anyone can see
ALL UNDERSTAND
319.97 - Nothing really matters
HAPPENx2 NOT-MATTER
323.65 - Nothing really matters to me
HAPPENx2 NOT-MATTER FOR-ME"
Kane Brown - Heaven (Official American Sign Language Video),https://www.youtube.com/watch?v=M3kz6Ku8tOc,,
"See It, Say It, Sign It | Letter Sounds | ASL Alphabet | Jack Hartmann",https://www.youtube.com/watch?v=WP1blVh1ZQM,,"12.26 - See it, say it, sign it
The letters of the alphabet
18.10 - See it, say it, sign it
The letters of the alphabet
24.08 - A, a this is the letter a
29.34 - /A/ /a/ apple
32.18 - /A/ /a/ acorn
35.16 - B, b, this is the letter b
40.85 - /B/ /b/ baby
43.76 - /B/ /b/ ball
46.66 - C, c, this is the letter c
52.70 - /C/ /c/ cat
55.36 - /C/ /c/ car
59.02 - D, d, this is the letter d
63.72 - /D/ /d/ dog
67.36 - /D/ /d/ daisy
70.68 - E, e, this is the letter e
75.96 - /E/ /e/ egg
79.02 - /E/ /e/ eagle
81.92 - F, f, this is the letter f
87.00 - /F/ /f/ fish
90.54 - /F/ /f/ fan
94.34 - G, g, this is the letter g
99.28 - /G/ /g/ goat
102.15 - /G/ /g/ gum
104.79 - H, h, this is the letter h
111.54 - /H/ /h/ hat
114.39 - /H/ /h/ hippo
117.24 - See it, say it, sign it
The letters of the alphabet
123.48 - See it, say it, sign it
The letters of the alphabet
129.12 - I, i, this is the letter i
134.88 - /I/ /i/ igloo
137.94 - /I/ /i/ ice
140.94 - J, j, this is the letter j
146.02 - /J/ /j/ jet
149.24 - /J/ /j/ juice
152.14 - K, k, this is the letter k
158.33 - /K/ /k/ kite
160.77 - /K/ /k/ kangaroo
164.05 - L, l, this is the letter l
169.37 - /L/ /l/ lamp
172.32 - /L/ /l/ lion
175.16 - M, m, this is the letter m
181.10 - /M/ /m/ mouse
184.00 - /M/ /m/ monkey
187.48 - N, n, this is the letter n
193.22 - /N/ /n/ nickel
196.20 - /N/ /n/ nest
198.87 - O, o, this is the letter o
204.64 - /O/ /o/ otter
207.53 - /O/ /o/ oval
210.38 - P, p, this is the letter p
216.26 - /P/ /p/ pumpkin
219.16 - /P/ /p/ pizza
222.70 - See it, say it, sign it
The letters of the alphabet
227.46 -  
227.96 - See it, say it, sign it
The letters of the alphabet
233.76 - Q, q, this is the letter q
239.83 - /Q/ /q/ quail
242.86 - /Q/ /q/ quarter
246.00 - R, r, this is the letter r
251.46 - /R/ /r/ rug
254.13 - /R/ /r/ rainbow
257.77 - S, s, this is the letter s
263.71 - /S/ /s/ sun
266.22 - /S/ /s/ sandwich
268.89 - T, t, this is the letter t
274.72 - /T/ /t/ tiger
277.72 - /T/ /t/ taco
280.89 - U, u, this is the letter u
286.33 - /U/ /u/ umbrella
289.68 - /U/ /u/ ukulele
292.20 - V, v, this is the letter v
298.22 - /V/ /v/ van
301.28 - /V/ /v/ viper
304.24 - W, w, this is the letter w
310.14 - /W/ /w/ woodpecker
313.02 - /W/ /w/ windmill
316.36 - X, x, this is the letter x
321.78 - /X/ /x/ like in fox
324.86 - /X/ /x/ like in box
327.94 - Y, y, this is the letter y
333.60 - /Y/ /y/ yo-yo
336.43 - /Y/ /y/ yellow
339.45 - Z, z, this is the letter z
345.06 - /Z/ /z/ zebra
348.32 - /Z/ /z/ zipper
351.84 - See it, say it, sign it
The letters of the alphabet
357.26 - See it, say it, sign it
The letters of the alphabet"
FIA - THE REAL ME (Official Music Video) | with supportive ASL (American Sign Language),https://www.youtube.com/watch?v=83M9wdxFZW0,,"0.37 - I know you know
3.00 - I know you know
6.20 - I know you know know you know
8.90 - the real me
12.50 - my mind it's racing all the time
17.33 - it stops when you're around
20.47 - so let me know if you got some time
23.93 - I could lay my armor down
27.37 - and be myself to you
30.90 - you somebody I love
34.67 - somebody I love
38.77 - doors sometimes they're getting closed
43.57 - you help me see them open up
46.90 - and count me in where it's warm
49.83 - where I feel your kind of hope
53.40 - and know that I belong in here with somebody I love
60.53 - somebody I love
63.73 - I know you know the real me
65.90 - cause you know I'm not the same
67.50 - you gotta steal me when
69.53 - I'm with you everything just seems so clear to me
72.20 - clear to me you know the real me
75.27 - yeah yeah you know the real me
78.23 - and every time I see your face
79.97 - I know completely that you belong to me
86.20 - to me
89.23 - the stars they collect our hearts
94.33 - and though we know they're far
97.20 - we need them in our hearts is there above
101.57 - right or wrong
103.50 - so we know we belong down here with somebody we love
110.37 - somebody we love
114.13 - and others they kinda come and go
118.83 - from yours to their own home
122.37 - alone under the covers
125.33 - I need your kind of hope
128.37 - to learn to be alone
131.57 - strong to let them go
135.57 - let them go
138.60 - I know you know the real me
140.80 - cause you know I'm not for sale
142.30 - you gotta steal me when
144.27 - I'm with you everything seems so clear to me
147.00 - clear to me
148.37 - you know the real me yeah yeah you know the real me
153.03 - and every time I see your face
154.77 - I know completely that you belong to me
160.13 - belong to me
164.27 - I know you know know you know
166.63 - I know you know
167.60 - I know you know know you know
169.77 - I know you know
170.77 - I know you know know you know
173.17 - the real me
176.77 - I know you know know you know
179.07 - I know you know know
180.07 - I know you know know you know
182.30 - I know you know I know you know know you know
185.63 - The Real Me
200.97 - I know you know the real me
203.40 - cause you know I'm not the same you gotta steal me when
206.67 - I'm with you everything just seems so clear to me
209.33 - clear to me
210.67 - you know the real me yeah yeah you know the real me
215.37 - and every time I see your face
217.17 - I know completely that you belong to me
222.43 - belong to me
226.40 - my mind it's racing all the time
231.40 - it stops when you're around"
&quot;Thinkin&#39; Out Loud&quot; by Ed Sheeran ASL Music Video,https://www.youtube.com/watch?v=o8aQYOGVm0w,,"32.72 - When your legs don't work like they used to before
38.78 - And I can't sweep you off of your feet
45.20 - Will your mouth still remember the taste of my love?
50.98 - Will your eyes still smile from your cheeks?
55.58 - And, darling, I will be loving you 'til we're 70
67.46 - And, baby, my heart could still fall as hard at 23
78.00 - And I'm thinking 'bout how people fall in love in mysterious ways
85.94 - Maybe just the touch of a hand
92.50 - Well, me - I fall in love with you every single day
99.16 - And I just wanna tell you I am
103.64 - So honey now
109.28 - Take me into your loving arms
114.92 - Kiss me under the light of a thousand stars
120.56 - Place your head on my beating heart
125.54 - I'm thinking out loud
129.30 - Maybe we found love right where we are
136.26 - When my hair's all but gone and my memory fades
142.02 - And the crowds don't remember my name
147.82 - When my hands don't play the strings the same way
153.26 - (mmm...)
154.88 - I know you will still love me the same
158.56 - 'Cause honey your soul could never grow old,
164.82 - it's evergreen
171.02 - And, baby, your smile's forever in my mind and memory
181.12 - I'm thinking 'bout how people fall in love in mysterious ways
190.32 - Maybe it's all part of a plan
196.28 - Well, I'll just keep on making the same mistakes
202.04 - Hoping that you'll understand
207.36 - That, baby, now
211.80 - Take me into your loving arms
218.32 - Kiss me under the light of a thousand stars
224.62 - Place your head on my beating heart
228.28 - Thinking out loud
231.56 - Maybe we found love right where we are
262.28 - So, baby, now
267.12 - Take me into your loving arms
273.20 - Kiss me under the light of a thousand stars
278.56 - Oh, darling, place your head on my beating heart
283.20 - I'm thinking out loud
286.54 - Maybe we found love right where we are
291.68 - Oh, baby, we found love right where we are
297.70 - And we found love right where we are"
ASL-Katy Perry&#39;s &quot;Firework&quot; (HI Def),https://www.youtube.com/watch?v=k7KKHx--Ok4,,
ASL Music Video: &quot;Sweet Transvestite&quot; from The Rocky Horror Picture Show,https://www.youtube.com/watch?v=MiMUaDTnlAk,,"5.60 - how do you do i
7.84 - see you've met my faithful
11.28 - handing out he's just a
14.64 - little broad
22.25 - [Music]
31.35 - [Applause]
40.56 - i'm just a sweet transvestite
45.60 - from transsexual
49.40 - translator
54.24 - let me show you a rhyme maybe
57.60 - play you a sign you look like you're
60.32 - both
61.04 - pretty grooving or if you
64.16 - want something visual that's not too
67.12 - abysmal
68.64 - we could take in an old steve reeves
71.28 - movement
73.20 - i'm glad we caught you at home
75.34 - [Music]
76.48 - could we use your phone we're both in a
79.52 - bit of a hurry
80.40 - right we'll just say where we are
83.60 - then go back to the crowd
89.35 - [Music]
93.84 - how about that well babies
97.28 - don't you panic by the light of the
101.12 - night
102.08 - it'll all seem all right i'll get you a
105.36 - satanic
106.56 - mechanic i'm just a sweet
109.68 - transgressed eater
113.20 - from transsexual
116.84 - translation
118.87 - [Music]
122.00 - why don't you stay for the night
128.00 - could show you my favorite obsession
131.76 - i've been making a man
134.96 - with blonde hair and a tan and he's good
137.92 - for relieving my
139.84 - attention i'm just a sweet transvestite
146.00 - from transsexual
149.96 - transylvania
153.68 - head and just
157.08 - [Music]
169.76 - so come up to the left
173.20 - and see what's on the slab
177.04 - i see you shiver with anticipation
184.96 - but maybe the ray is
188.56 - really to blame so i'll remove
192.16 - the cause
197.68 - but not the symptoms"
ASL MUSIC VIDEO: MADONNA&#39;S VOGUE BY RUSSELL HARVARD,https://www.youtube.com/watch?v=yuf_hpokaLI,,"6.40 - [Applause]
14.42 - thank you
21.00 - [Music]
40.38 - strike a pose
43.58 - thank you
50.18 - strike a pose
72.62 - look around everywhere
97.14 - I know a place where you can get away
102.08 - [Music]
131.78 - all you found is inspiration
141.46 - [Music]
157.52 - let your body
159.73 - [Music]
197.52 - nobody
198.92 - [Music]
219.00 - foreign
234.76 - [Music]
270.86 - you've got to do
275.52 - [Music]
290.94 - Coco"
ASL Music Video: Heatwaves by Glass Animals,https://www.youtube.com/watch?v=TDPWyj-u-sQ,,
D-PAN ASL Music Video: &quot;You Brought The Sunshine&quot; By The Clark Sisters,https://www.youtube.com/watch?v=Lr8SZqKWctM,,"13.84 - Hi how are you good morning thank you
16.08 - for doing this at the last minute I
17.52 - couldn't find a babysitter it's no
19.48 - problem I'm going to work you be a good
22.16 - boy behave yourself pay attention to the
24.08 - teacher and I'll come back and pick you
25.56 - up in a little while love you
38.46 - [Music]
63.28 - you made my
66.32 - day you came my
72.44 - way you hurt me every every time I
78.10 - [Music]
80.68 - pray you gave me
84.76 - peace you gave me Grace
92.88 - you put a smile upon
97.40 - my you brought the sunshine you brought
101.32 - the sunshine in my life you have the
105.64 - light throughout the
108.52 - life the sunshine save my life through
112.80 - out the life since that I have Christ
117.36 - there has been such a change in my
123.16 - Jesus is
125.36 - the Jesus is the break every breaks
129.84 - every f it really doesn't
132.96 - matter there's nothing impossible
136.52 - nothing invaluable nothing too hot for
140.12 - my God to work matter problem no matter
144.04 - about your problem God can always solve
146.88 - them God can always solve them SEC the
151.56 - body try you today he will brighten up
155.76 - your day and he'll come your way and
158.52 - he'll hear you when
160.52 - [Applause]
163.12 - you in my
165.92 - life the LIF you are the
170.20 - LIF Sun save my
174.32 - life light since that I have right there
179.04 - and just changing my
187.36 - life change in my life oh yes it has I'm
193.48 - a winess I get a witness J know
197.56 - Jesus w't make in your I'm a wi can I
202.52 - get a
203.68 - witness know
206.20 - Jesus
207.72 - open your nothing impossible nothing
213.12 - infallable nothing too hard for my God
216.36 - to work out you brought the sunshine you
220.20 - theel you brought the sunshine you
222.88 - brought the sun you
225.40 - [Music]
228.44 - theel you are the
231.19 - [Music]
233.72 - LIF Amazing Grace how sweet the sound
238.60 - that save the
240.28 - like
242.26 - [Applause]
244.56 - me know
246.56 - Jesus W make make a difference in your
249.92 - life I'm a witness and I get a witness
252.92 - Jes everybody know
256.76 - Jesus your I'm wi can I get a witness
261.36 - anybody know
262.96 - Jesus w't it working out your life I
267.52 - want was lost but I'm found blind but
272.24 - now I see oh yeah
275.84 - yeah
279.08 - MH you
281.04 - made you made my
284.30 - [Music]
290.96 - [Applause]
294.21 - [Music]"
Fight Song ASL Music Video,https://www.youtube.com/watch?v=EcMiEfeSdZA,,"7.28 - SAME, SMALL BOAT
10.80 - WAVES ++ “waves become bigger”
14.42 - BOAT, WAVES--""become bigger""
17.46 - SAME, WORD, #LIVE, IMPACT LIFE,  HEART-- ""opens up""
23.78 - ONE CHANCE
25.78 - BECOMES DISPERSE
29.44 - PAST, SECRET++, HOLD IN
32.94 - DESTROY, WEAK “brain”,
35.12 - SCREAM, WILL
37.44 - HEY, NOW, UNDERSTAND
40.60 - NOW, MY FIGHT SONG
42.44 - MY LIFE, TAKE-OVER, CONTROL++
46.64 - ALRIGHT, SHOW THEM ALL
49.40 - NOW, MY POWER, INCREASE, STRONG
53.50 - INCREASED KNOWLEDGE, WILL
56.58 - MY, FIGHT, SONG
59.14 - PEOPLE, DOUBT/JUDGE, I DONT CARE++, PUSH AWAY
63.42 - STAY
64.22 - WHY?
66.28 - CONTINUE, FIGHT, READY
69.98 - FRIENDS, LOSE++, STAY AWAKE
73.40 - PEOPLE, TEND-TO, WORRY ABOUT ME
76.32 - I, DROWN (EMOTIONAL), STRUGGLE++
80.84 - SINCE, 2 YEARS
83.06 - MY HOME, MISS
84.26 - FIRE BURN  ""inside"" ""throughout body""
88.12 - STILL BELIEVE, CAN
92.60 - PAST, EXPRESS++, NEVER
96.24 - WRECK ""inside"", TAKING OVER MIND
99.18 - SCREAM,
100.66 - HEY, NOW UNDERSTAND
103.62 - THIS, FIGHT SONG,
106.08 - MY LIFE, TAKE OVER, CONTROL MYSELF
110.32 - ALRIGHT, SHOW EACH ONE
113.14 - MY POWER, INCREASE, STRONG
115.54 - MUCH KNOWLEDGE
117.28 - NOW, STRONG
120.10 - MY FIGHT SONG, WILL CONTINUE
122.98 - PEOPLE, DOUBT/JUDGE, I DONT CARE++, PUSH AWAY, FORGET ABOUT NEGATIVE
128.32 - WHY?
129.20 - FIGHT SAVED INSIDE
131.84 - EMERGE, GROW, SPREAD
133.82 - C'MON, FIGHT SAVED, GROWS HEART
137.26 - CONFIDENCE GROWS, SHOWS
141.92 - SMALL BOAT
145.32 - WAVES ++ “waves become bigger”
147.86 - PADDLING, SEARCHING, BOAT CONTINUES
151.54 - SAME, WORD, #LOVE, IMPACT LIFE,  HEART-- ""opens up""
159.10 - ONE MATCH, ""light up""
164.00 - BECOME, EXPLOSION, SPREADS
167.74 - THIS, MY FIGHT SONG
170.16 - MY LIFE, TAKE OVER, CONTROL
173.64 - ME, ALRIGHT, SHOW-ALL,
177.46 - NOW, MY POWER, STRONG
181.28 - APPLY STRENGTH
182.91 - CONTINUE STRENGTH
184.94 - MY, FIGHT, SONG
187.36 - PEOPLE, DOUBT, JUDGE, DISBELIEF, I DONT CARE++
191.30 - PUSH AWAY, SCREW THE NEGATIVE,
193.50 - WHY?
195.12 - MY FIGHT, SAVED, GROWING
198.10 - HAVE WHAT? FIGHT, STRENGTH
201.52 - WILL OVERCOME"
&quot;Flowers&quot; Miley Cyrus- ASL,https://www.youtube.com/watch?v=gYhzwOtsqtA,,"7.80 - We were good, we were gold
11.63 - Kinda dream that can’t be sold
16.00 - We were right, ’til we weren’t
19.87 - built a home and watched it burn
24.35 - Mm, I didn’t want to leave you
26.33 - I didn’t want to lie
28.74 - Started to cry but then remembered I
33.38 - I can buy myself flowers 
37.26 - Write my name in the sand
41.02 - Talk to myself for hours
45.40 - Say things you don't understand
49.73 - I can take myself dancing
53.44 - And I can hold my own hand
56.66 - Yeah, I can love me better than you can
61.71 - Can love me better
63.13 - I can love me better, baby
65.80 - Can love me better
67.16 - I can love me better, baby
68.89 - Paint my nails, cherry red
72.78 - Match the roses that you left
76.97 - No remorse, no regret
80.89 - I forgive every word you said
85.01 - Ooh, I didn’t want to leave you, baby
87.42 - I didn’t want to fight
89.57 - Started to cry but then remember I
94.42 - I can buy myself flowers
98.47 - Write my name in the sand
102.24 - Talk to myself for hours, yeah
106.16 - Say things you don’t understand
110.61 - I can’t take myself dancing
114.75 - I can hold my own hand
117.47 - Yeah, I can love me better than you can
122.75 - Can love me better
124.09 - I can love me better, baby
126.56 - Can love me better
128.07 - I can love me better, baby
130.82 - Can love me better
132.18 - I can love me better, baby
134.70 - Can love me better, oh I
138.28 - I didn’t want to leave you
140.59 - I didn’t wanna fight
142.65 - Started to cry but then remembered I
147.15 - I can buy myself flowers
151.04 - Write my name in the sand
155.24 - Talk to myself for hours
159.32 - Say things you don’t understand
163.54 - I can take myself dancing, yeah
168.03 - I can hold my own hand
171.28 - Yeah, I can love me better than
174.55 - Yeah, I can love me better than you can
179.79 - Can love me better
181.16 - I can love me better, baby
183.49 - Can love me better
185.04 - I can love me better, baby
187.63 - Can love me better
189.09 - I can love me better, baby
191.69 - Can love me better, I"
